"","name","position","drill","duration","playerload_min","jumps_min","explosive_efforts_min","accelerations_min","decelerations_min","change_of_directions_min","pl_z","jumps_z","explosive_z","accel_z","decel_z","cod_z","playerload_mino","jumps_mino","explosive_efforts_mino","accelerations_mino","decelerations_mino","change_of_directions_mino"
"288","Mwai Kumwenda ","FWD"," Warm Up",8,76.42,90.32,7.14,41.09,39.57,20.81,1.01484209689235,-0.84218214487125,-0.846190264007234,-0.616828919622985,0.240781820702124,0.852590275764821,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"289","Mwai Kumwenda ","FWD"," Match Sim",44,71.52,102.15,53.06,60.89,81.3,79.67,-0.972674288274635,1.06020590301806,-0.854189253624217,-0.835106956323722,-0.0109914504813201,-0.212832823226098,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"290","Mwai Kumwenda ","FWD"," Specialist Drill",31,44.37,37.63,23.47,51.49,54.78,37.24,-0.213639923644079,-0.405077824182259,-1.07384930929846,0.663972540283383,0.937182996394074,-0.823819980680971,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"291","Mwai Kumwenda ","FWD"," Passing Drill",12,93.64,78.49,46.94,84.65,113.48,112.03,0.300320543523607,-0.365932635475731,-1.25040960857541,-0.105225233596227,1.30207128989173,1.68224531138904,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","HIGH"
"292","Mwai Kumwenda ","FWD"," MAS",13,189.14,0,8.16,43.56,0,14.31,0.618721124156088,NA,2.90879123188664,2.09072643466811,-0.595437033980388,0.198983865201856,"NORMAL","NORMAL","HIGH","HIGH","NORMAL","NORMAL"
"293","Mwai Kumwenda ","FWD"," 3v3",35,37.88,46.24,28.57,26.73,42.17,38.37,-1.207885437048,-0.0305811223165391,-0.763952854878778,-1.36821896429186,-0.186255351098559,-1.06073751716399,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"294","Mwai Kumwenda ","FWD"," 20 Point Thrown In",34,75.76,50.54,47.96,43.56,88.26,95.28,-0.974015870103733,-0.876680169288698,-1.42191347460441,-1.5813606292911,-0.0504146047769225,0.277486146474268,"NORMAL","NORMAL","NORMAL","LOW","NORMAL","NORMAL"
"295","Mwai Kumwenda ","FWD"," Sprints",3,147.95,0,0,64.36,0,15.93,1.91766614235671,NA,NA,0.876429766417943,-0.301511344577764,0.30031563486668,"HIGH","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"296","Mwai Kumwenda ","FWD"," 3 Feed and Shoot Drill",11,66.09,122.58,62.24,56.44,68.7,78.37,0.709026031662383,0.304360155291791,0.101129400290392,-0.234158697386409,0.527675951630778,0.630620204151783,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"297","Mwai Kumwenda ","FWD"," 15 on",17,236.56,0,0,0,51.74,9.59,0.513765077759911,NA,NA,-0.766322967300643,2.45990055701576,0.10335994586515,"NORMAL","NORMAL","NORMAL","NORMAL","HIGH","NORMAL"
"298","Sacha McDonald ","FWD"," 2v1 Open Space",3,125.46,0,186.96,110.84,155.93,181.53,-0.89694745911624,-0.806132739644444,0.198363854881942,-0.467092391296653,-0.232146028839905,0.393188328366239,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"299","Sacha McDonald ","FWD"," 2v2",11,41.93,78.5,97.41,73.89,56.38,70.86,-0.897866947796478,0.586267218627215,0.294691802586186,-0.116863625947093,-0.30169047114014,0.145728456429132,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"300","Sacha McDonald ","FWD"," Footwork Drill",18,59.58,142.73,81.7,50.89,64.23,77.11,-0.457295750535522,1.1373612201753,-0.00608958652455228,-0.768984676173588,-0.0312526448617771,0.387646023178686,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"301","Sacha McDonald ","FWD"," Half Court Transitition",14,57.82,110.62,75.41,62.74,44.25,91.31,-0.058155409550486,1.58445387160209,0.303712739572798,0.0825734072563419,-0.841014758870652,0.902409360740067,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
"302","Sacha McDonald ","FWD"," 20 Point Thrown In",34,82.42,73.15,73.84,73.89,75.65,104.78,-0.335474114528296,-0.0233615319122521,-0.478297886041864,-0.598700302580882,-0.722431693822371,1.02005470746175,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"303","Sacha McDonald ","FWD"," 2v2 Open Space",5,64.33,119.54,164.96,112.93,74.93,90.59,-0.122699140566638,0.989466731406908,1.18628175046904,0.33336179084253,-0.271372930647283,0.893864388997219,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"304","Sacha McDonald ","FWD"," Full Court Transition",15,45.46,58.88,31.42,32.07,33.9,48.24,-1.24055894747131,0.523410114008452,-0.355135940370177,-0.956571815965292,-0.282687425482909,0.139717962590339,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"305","Sacha McDonald ","FWD"," Zone",42,45.46,66.01,40.85,55.07,40.68,48.24,-0.174042652287893,1.33502326265933,0.0673628491990336,0.704034648754369,-0.264139474067081,0.165940844438543,"NORMAL","NORMAL","NORMAL","NORMAL","NORMAL","NORMAL"
"306","Sacha McDonald ","FWD"," Intercept",9,62.23,105.26,73.84,70.41,66.73,78.8,-0.409777745010918,1.59183770411778,0.211625298811689,-0.380644974497275,-0.11927347193448,0.186693272739208,"NORMAL","HIGH","NORMAL","NORMAL","NORMAL","NORMAL"
